CreditScore,Age,Balance,NumOfProducts,IsActiveMember,Geography_Germany,Geography_Spain,Gender_Male
634,45,0.0,2,0,0,0,1
609,26,0.0,2,0,0,0,1
605,41,91612.91,1,1,0,0,1
723,38,0.0,2,1,0,1,1
732,40,0.0,2,0,0,0,0
660,31,125189.75,2,1,1,0,1
550,47,0.0,2,1,0,0,1
715,38,118590.41,1,1,0,0,0
511,41,153895.65,1,1,1,0,0
640,38,0.0,2,0,0,0,1
608,42,0.0,2,0,0,0,1
596,47,0.0,1,0,0,0,1
520,35,105387.89,1,1,0,0,1
467,28,126315.26,1,0,1,0,1
606,23,70417.79,1,1,0,1,0
646,43,143061.88,1,0,0,0,0
710,37,0.0,2,0,0,0,0
678,27,87099.85,2,0,0,1,0
707,44,0.0,2,1,0,0,0
794,22,114440.24,1,1,0,1,0
715,33,85227.84,1,1,0,0,0
730,45,152880.97,1,0,1,0,1
701,38,125385.49,2,1,1,0,1
801,58,79954.61,2,1,0,1,1
497,47,0.0,1,1,0,0,1
445,37,0.0,2,1,0,0,1
697,33,87347.7,1,0,0,0,0
801,38,0.0,2,0,0,0,1
577,44,115557.0,1,1,0,1,0
633,36,125130.28,1,0,0,0,0
731,46,0.0,2,0,0,1,1
499,57,0.0,1,0,0,0,0
564,37,100252.18,1,1,0,1,1
617,44,49157.09,2,0,1,0,1
599,28,119706.22,1,0,0,0,1
658,42,102870.93,1,1,0,0,1
792,50,146710.76,1,0,1,0,0
630,67,0.0,2,1,0,0,1
483,50,0.0,2,1,0,0,0
781,23,107433.48,1,0,0,0,1
618,31,0.0,2,0,0,0,0
635,41,103544.88,2,0,0,0,1
529,27,0.0,2,1,0,0,0
640,44,111833.47,1,0,0,0,1
676,30,0.0,2,0,0,1,0
680,42,0.0,1,0,0,1,1
554,31,0.0,2,1,0,0,1
411,36,0.0,1,0,0,0,0
668,39,79896.0,1,0,1,0,1
494,41,69974.66,2,0,0,1,0
703,73,137761.55,1,1,0,1,1
429,27,117307.44,2,1,0,0,0
534,24,0.0,1,1,0,0,1
612,38,110615.47,1,1,0,0,0
593,41,0.0,1,0,0,0,0
739,40,149131.03,3,1,1,0,1
629,34,0.0,2,1,0,1,1
727,41,0.0,2,1,0,1,0
850,36,0.0,2,0,0,0,1
687,48,0.0,2,1,0,0,1
729,46,117837.43,1,0,1,0,1
635,29,138296.94,2,0,0,1,0
690,36,0.0,2,0,0,1,1
458,44,84386.57,1,0,1,0,1
560,47,0.0,1,0,0,1,1
534,35,81951.74,2,0,0,0,1
573,32,125321.84,2,1,0,0,0
669,38,0.0,2,0,0,0,0
821,40,0.0,2,0,0,0,0
554,39,160132.75,1,0,0,0,0
350,40,111098.85,1,1,0,0,0
576,41,0.0,1,1,0,0,1
643,62,0.0,2,0,0,0,1
669,23,0.0,2,0,0,0,1
612,58,149641.53,1,1,1,0,0
683,33,0.0,1,0,0,0,1
623,50,87116.71,1,1,0,1,0
485,29,182123.79,1,0,0,0,1
552,39,132906.88,1,1,1,0,1
794,55,115796.7,1,0,1,0,0
582,43,153313.67,1,0,0,0,0
465,25,78247.31,2,1,0,0,1
594,34,141525.55,1,0,0,0,0
696,43,0.0,2,1,0,1,0
642,39,128264.03,1,0,1,0,0
583,47,102562.23,1,0,0,1,1
496,36,0.0,2,0,0,0,0
710,31,0.0,2,0,0,1,0
600,37,177657.35,1,1,0,1,1
548,36,0.0,1,0,0,0,0
628,33,152143.89,1,1,1,0,1
666,27,0.0,2,0,0,0,0
676,33,171490.78,1,0,0,0,1
473,25,110666.42,2,0,0,0,0
670,57,175575.95,2,0,0,1,0
678,34,0.0,2,1,0,0,0
548,44,0.0,1,0,0,1,1
511,27,0.0,2,1,0,0,1
790,31,151290.16,1,1,0,0,0
691,30,0.0,1,0,0,0,1
636,38,0.0,1,0,0,0,0
679,34,121063.85,1,0,1,0,0
590,60,147751.75,1,0,0,0,0
712,27,0.0,1,0,0,1,1
616,23,73112.95,1,1,0,0,1
649,41,0.0,2,1,0,0,1
408,84,87873.39,1,0,0,0,0
708,47,126589.12,2,1,0,0,0
653,46,0.0,2,0,0,0,0
468,42,0.0,2,0,0,0,0
604,36,116229.85,2,1,0,0,1
454,34,0.0,2,0,0,0,1
637,22,98800.0,1,0,0,1,0
817,55,117561.49,1,0,0,0,0
661,35,0.0,1,0,0,0,1
688,46,74458.25,1,1,1,0,0
766,32,185714.28,1,1,0,0,1
800,49,108007.36,1,0,0,0,0
668,39,122104.79,1,0,1,0,0
569,34,144855.34,1,0,0,1,0
611,30,88594.14,1,0,0,0,0
665,38,0.0,2,0,0,0,0
700,26,0.0,2,0,0,0,0
621,31,136658.61,1,1,0,0,1
622,26,0.0,2,1,0,1,0
702,38,0.0,2,1,0,1,0
625,43,201696.07,1,0,0,0,1
573,31,0.0,2,1,0,0,1
574,52,115532.52,1,0,0,1,1
730,22,65763.57,1,1,0,0,0
498,25,121702.73,1,1,1,0,1
578,40,0.0,2,0,0,0,0
618,21,125682.79,1,0,0,0,0
729,32,38550.06,1,1,0,0,0
602,42,0.0,2,0,0,0,0
757,43,131433.33,2,1,1,0,0
597,39,162532.14,3,0,1,0,0
700,32,0.0,1,0,0,0,0
752,33,0.0,2,1,0,0,1
629,37,99546.25,3,1,0,0,0
578,31,102088.68,4,0,1,0,0
684,27,122550.05,2,1,0,0,0
576,29,108541.04,1,1,0,0,0
735,46,106344.95,1,0,1,0,1
602,48,76595.08,2,0,1,0,0
625,28,0.0,1,0,0,0,0
630,36,110414.48,1,1,0,0,0
773,34,126979.75,1,0,1,0,1
833,34,144751.81,1,0,0,0,0
633,43,144164.29,1,1,1,0,1
850,81,0.0,2,1,0,0,0
758,68,112595.85,1,0,1,0,1
772,34,111565.91,1,1,1,0,1
797,37,75263.7,1,0,0,0,1
594,35,133853.27,1,1,0,0,1
833,29,96462.25,2,1,1,0,1
766,43,112088.04,2,1,1,0,1
660,35,100768.77,1,0,0,0,0
649,32,0.0,1,0,0,1,0
606,40,0.0,2,1,0,0,1
773,41,0.0,1,0,0,1,0
583,27,125406.58,1,1,0,0,0
470,31,55732.92,2,1,0,1,1
560,41,152532.3,1,0,1,0,1
772,51,143930.92,1,1,1,0,0
558,47,0.0,2,0,0,0,0
747,45,114959.12,1,0,0,0,0
583,27,105907.42,2,1,1,0,1
543,36,0.0,2,0,0,0,1
459,26,149879.66,1,0,0,0,1
849,41,115465.28,1,0,0,0,0
850,41,0.0,2,0,0,0,1
532,60,76705.87,2,1,0,0,1
543,22,0.0,2,0,0,0,1
725,41,113980.21,1,1,0,0,1
707,33,0.0,2,0,0,0,1
471,23,104592.55,2,0,1,0,1
443,36,70438.01,2,1,0,1,1
477,34,139959.55,2,1,1,0,1
627,33,83199.05,1,0,1,0,0
571,34,99325.04,2,1,0,0,1
599,25,120383.41,1,1,0,0,1
466,26,156815.71,1,1,0,0,1
636,36,117559.05,2,1,0,0,1
836,57,101247.06,1,0,0,1,1
823,38,0.0,2,0,0,0,1
623,57,71481.79,2,1,0,0,0
693,41,0.0,2,0,0,0,1
656,46,113402.14,2,1,0,0,0
775,74,161371.5,1,1,1,0,0
662,39,138106.75,1,0,0,0,0
597,19,0.0,2,1,0,0,1
652,31,119148.55,1,0,0,0,1
662,38,0.0,2,0,0,1,1
457,38,164496.99,1,1,0,0,0
536,53,143923.96,1,0,0,1,1
766,27,158786.67,2,1,0,0,0
667,38,144432.04,1,1,0,0,0
660,33,72783.42,1,0,0,0,1
646,30,0.0,2,0,0,0,0
691,29,0.0,2,0,0,0,0
719,40,0.0,2,0,0,1,0
543,48,100900.5,1,0,1,0,1
422,33,0.0,2,0,0,0,0
546,47,0.0,1,1,0,0,0
720,26,51962.91,2,0,0,0,1
649,39,113096.41,1,1,0,0,1
657,36,188241.05,2,0,0,1,1
727,46,115248.11,4,0,1,0,1
575,37,133292.45,1,0,0,1,0
606,35,135984.15,2,0,0,0,0
705,37,0.0,2,1,0,0,0
520,61,133802.29,2,1,1,0,1
773,37,103195.2,2,0,0,1,1
612,46,161450.03,1,1,1,0,1
580,35,136281.41,2,1,1,0,1
550,49,108806.96,3,0,1,0,1
835,56,0.0,2,1,0,0,0
714,72,0.0,1,1,0,0,0
564,35,0.0,1,0,0,0,1
677,36,0.0,1,0,0,0,0
782,42,126428.38,1,0,1,0,1
619,23,132725.1,1,1,1,0,1
677,72,0.0,2,1,0,0,0
818,26,0.0,2,1,0,1,1
628,30,132351.29,2,1,1,0,0
656,27,150905.03,2,0,1,0,0
689,47,93871.95,3,0,0,0,1
665,23,143672.9,1,1,0,0,0
539,43,116220.5,3,0,1,0,0
850,29,0.0,2,0,0,0,1
766,26,104258.8,1,1,0,0,0
686,41,152105.57,2,1,0,0,0
850,34,101266.51,1,0,0,0,0
550,38,103391.38,1,1,1,0,1
820,39,111336.89,1,0,1,0,1
657,37,163607.18,1,1,0,1,0
829,22,150126.44,1,0,0,0,0
850,62,0.0,2,1,0,1,1
503,32,100262.88,2,1,0,1,1
797,30,69413.44,1,1,0,0,1
596,30,0.0,2,0,0,1,0
725,38,0.0,2,1,0,0,1
750,38,151532.4,1,1,0,0,1
789,27,66201.96,1,1,0,0,0
520,45,107023.03,1,0,0,1,1
669,33,0.0,2,1,0,1,0
653,51,0.0,1,0,0,0,1
701,39,0.0,2,1,0,1,0
759,31,98899.91,1,1,1,0,1
743,59,108585.35,1,1,1,0,1
518,35,141665.63,1,1,1,0,0
850,39,141829.67,1,1,0,1,1
638,34,146679.77,1,0,0,1,1
590,29,0.0,1,1,0,1,1
611,49,88915.37,3,0,0,0,0
612,62,167026.61,2,1,0,1,0
688,26,146133.39,1,1,1,0,1
671,23,123943.18,1,1,1,0,0
650,20,0.0,2,1,0,1,1
554,44,135814.7,2,0,0,0,0
723,45,0.0,2,0,0,1,0
603,31,0.0,2,1,0,0,1
613,40,95624.36,2,1,0,0,0
520,43,0.0,2,1,0,1,1
692,33,0.0,1,0,0,0,1
605,48,150315.92,1,1,0,1,0
541,39,109844.81,1,0,0,0,0
516,42,56228.25,1,0,0,0,0
559,29,0.0,2,0,0,0,1
445,31,145056.59,1,1,0,0,1
630,40,0.0,2,1,0,0,0
678,49,0.0,2,1,0,1,0
731,39,126816.18,1,1,0,1,0
477,48,129250.0,2,1,1,0,1
603,55,127723.25,2,0,1,0,0
645,36,59893.85,2,0,0,1,1
641,53,123835.52,2,1,0,0,0
631,31,137687.72,1,0,0,0,0
707,49,0.0,1,0,0,0,0
601,32,93012.89,1,0,0,0,1
696,28,0.0,1,0,0,1,1
610,34,103108.17,1,0,0,0,1
634,52,0.0,2,1,0,1,1
812,33,127154.14,2,1,1,0,1
451,23,0.0,2,1,0,1,0
558,31,0.0,2,0,0,1,0
569,37,178755.84,1,0,0,0,1
440,42,0.0,2,0,0,0,1
583,42,0.0,2,0,0,0,0
787,85,0.0,2,1,0,0,0
837,29,0.0,2,1,0,0,0
545,44,127536.44,1,0,1,0,0
718,49,82321.88,1,1,0,1,0
648,37,0.0,2,0,0,0,0
569,51,0.0,3,0,0,1,0
638,29,103417.74,1,1,0,0,0
695,56,0.0,2,0,0,1,0
512,36,152169.12,2,0,0,0,1
674,46,174701.05,1,0,0,0,1
778,37,105617.73,2,1,1,0,0
651,63,129968.67,1,1,0,1,0
599,40,137456.28,2,1,1,0,1
795,35,0.0,2,0,0,1,1
590,40,0.0,2,0,0,0,1
538,49,141434.04,1,0,0,1,0
711,38,123345.85,1,0,0,0,1
775,33,118897.1,2,1,1,0,0
670,33,0.0,2,1,0,0,0
711,52,0.0,1,1,0,0,1
850,31,130089.56,2,1,1,0,0
784,28,109960.06,2,1,1,0,1
471,27,0.0,2,0,0,0,0
578,38,82259.29,1,0,0,0,1
774,47,94722.88,1,1,0,0,0
572,30,0.0,1,1,0,0,0
596,48,131326.47,1,0,1,0,1
488,36,0.0,2,0,0,0,0
694,31,141989.27,2,0,1,0,1
682,64,0.0,2,1,0,1,0
706,39,112889.91,1,1,1,0,0
563,30,90727.79,1,0,0,0,1
609,45,89122.3,1,1,0,1,0
632,38,120599.21,1,0,0,1,1
671,51,96891.46,1,0,1,0,1
795,33,130862.43,1,1,1,0,0
501,44,142051.07,2,1,0,0,1
545,37,91184.01,1,0,0,0,1
811,31,117799.28,1,1,0,0,1
521,25,0.0,2,1,0,0,1
513,29,0.0,2,1,0,0,1
512,43,0.0,2,1,0,0,1
485,34,133658.24,1,0,1,0,1
850,27,43658.33,2,1,0,0,0
754,28,0.0,2,1,0,0,1
729,32,93694.42,1,1,0,0,1
672,28,0.0,1,1,0,0,0
641,40,101090.27,1,1,0,1,0
468,26,131643.25,1,0,0,1,1
709,43,0.0,2,0,0,0,0
580,24,133811.78,1,0,1,0,1
588,34,121132.26,2,0,0,1,1
786,35,0.0,2,0,0,0,1
664,36,71142.77,2,0,1,0,1
588,34,129417.82,1,0,1,0,0
710,22,0.0,2,0,0,1,1
850,40,124788.18,1,0,0,0,1
629,44,125512.98,2,0,0,1,0
757,44,123322.15,1,0,0,0,0
554,39,0.0,2,1,0,0,0
758,42,0.0,2,1,0,0,0
589,38,0.0,1,0,0,0,1
679,48,0.0,2,0,0,0,1
751,36,169831.46,2,1,1,0,0
616,43,95984.21,1,1,1,0,0
711,21,82844.33,2,1,0,0,0
497,32,111537.23,4,1,1,0,0
732,61,94867.18,2,1,1,0,0
752,41,0.0,2,0,0,0,0
789,43,116644.29,2,1,1,0,0
717,40,98241.04,1,0,0,0,1
659,38,0.0,2,1,0,1,0
399,46,127655.22,1,0,1,0,1
686,35,105419.73,1,0,0,0,0
832,40,107648.94,2,1,1,0,0
457,44,0.0,2,0,0,1,1
562,36,0.0,2,0,0,0,1
515,35,176273.95,1,1,0,1,1
466,41,33563.95,2,0,0,0,0
708,52,105355.81,1,0,0,0,1
850,40,0.0,2,0,0,0,0
605,62,111065.93,2,1,0,0,0
593,48,133903.12,2,1,1,0,0
653,27,107751.68,2,1,0,1,0
500,38,0.0,2,0,0,1,1
655,45,57327.04,1,1,0,0,0
737,35,133377.8,1,1,1,0,1
750,37,113817.06,1,0,0,1,0
659,34,134464.58,2,0,1,0,1
593,40,0.0,1,1,0,1,0
647,33,121260.19,2,0,0,1,1
579,28,0.0,2,1,0,0,1
623,46,0.0,1,0,0,1,1
779,41,99786.2,1,0,0,0,0
468,46,91443.75,1,0,0,0,1
604,41,0.0,2,1,0,1,0
778,44,123863.64,1,0,0,0,1
556,42,115915.53,2,1,1,0,1
671,34,153360.02,1,0,0,1,1
583,33,122531.86,1,0,0,0,1
683,24,98567.1,1,0,0,1,0
597,43,119127.46,2,0,1,0,0
574,33,129834.67,1,0,1,0,1
745,28,0.0,2,0,0,0,0
644,35,161591.11,3,1,1,0,1
557,24,0.0,1,0,0,0,0
745,34,132944.53,1,1,0,1,1
850,41,60880.68,1,0,1,0,1
598,39,0.0,2,0,0,1,1
693,46,104763.41,1,1,1,0,1
555,32,0.0,2,1,0,1,1
747,25,0.0,2,1,0,0,0
499,60,76961.6,2,1,0,0,1
498,33,198113.86,1,0,0,0,1
667,42,0.0,2,1,0,0,1
593,32,0.0,2,1,0,0,0
792,19,143390.51,1,0,0,0,1
476,30,134366.42,1,0,1,0,1
742,25,132116.13,2,0,0,0,0
645,31,128927.93,1,1,1,0,0
555,27,102000.17,1,1,0,0,0
683,41,148863.17,1,1,0,1,1
743,30,77599.23,1,0,0,0,1
729,28,0.0,2,1,0,1,0
633,25,0.0,1,0,0,0,1
758,23,122739.1,1,0,1,0,0
573,52,0.0,2,1,0,0,1
528,29,170214.23,2,0,1,0,0
679,60,0.0,2,1,0,0,1
769,38,0.0,2,0,0,1,1
729,38,0.0,2,0,0,0,0
670,41,0.0,3,0,0,0,0
663,32,108586.86,1,1,1,0,1
601,28,0.0,2,0,0,1,1
492,52,125396.24,1,0,1,0,0
638,34,133501.36,1,1,0,0,1
762,46,123571.77,3,1,1,0,1
606,47,137138.2,2,1,1,0,0
517,46,0.0,1,0,0,1,1
545,74,0.0,2,1,0,1,0
599,36,0.0,2,0,0,1,1
627,70,94416.78,1,1,0,0,1
540,35,128369.75,2,0,1,0,0
769,48,96542.16,2,1,0,0,1
766,52,92510.9,2,1,0,0,0
627,62,143426.34,2,1,1,0,1
723,47,90450.0,2,0,1,0,0
789,32,69423.52,1,0,0,0,0
731,49,88826.07,1,1,1,0,0
606,34,0.0,1,0,0,0,1
735,38,86131.71,2,0,0,1,1
549,37,130622.34,2,1,1,0,0
607,62,108004.64,1,1,0,1,0
545,60,128981.07,1,1,1,0,0
589,48,126111.61,1,1,1,0,1
756,40,94773.11,1,0,0,0,1
638,42,165679.92,1,0,0,0,0
512,31,0.0,2,0,0,0,0
697,37,168066.87,1,0,0,1,0
796,39,86350.87,2,0,1,0,1
667,40,0.0,1,1,0,0,1
735,25,91718.8,1,0,0,0,0
730,27,0.0,2,0,0,0,0
828,34,129433.34,2,0,0,0,1
821,28,0.0,1,1,0,0,0
744,39,0.0,1,0,0,0,0
656,41,0.0,2,0,0,0,1
735,44,120681.63,1,0,0,0,1
596,54,78126.28,1,1,0,1,0
850,24,0.0,2,1,0,0,0
544,37,0.0,2,0,0,1,1
474,37,142688.57,2,1,1,0,0
710,36,116085.06,1,0,0,0,0
531,44,0.0,2,1,0,0,1
724,28,97612.12,1,1,0,0,1
735,41,74135.85,1,1,0,0,1
646,24,92398.08,1,1,1,0,1
698,47,156265.31,2,0,0,0,1
661,26,0.0,2,0,0,0,1
779,71,0.0,2,1,0,0,1
823,44,0.0,2,1,0,0,0
700,36,0.0,2,0,0,0,0
831,44,111100.98,1,1,1,0,1
386,53,131955.07,1,1,0,1,0
659,42,0.0,1,0,0,1,0
604,33,0.0,1,0,0,0,1
672,33,0.0,2,1,0,1,1
590,29,0.0,2,0,0,0,0
651,45,86714.06,1,0,1,0,0
835,28,163569.61,2,1,0,0,1
850,30,153972.89,2,0,0,0,1
803,33,0.0,2,0,0,0,1
731,33,0.0,2,1,0,0,1
688,24,0.0,2,1,0,1,0
687,30,0.0,2,0,0,0,0
675,32,0.0,2,0,0,1,1
829,27,112045.67,1,1,1,0,0
616,34,0.0,2,0,0,0,1
604,47,118907.6,1,1,1,0,0
554,44,85304.27,1,1,0,0,1
503,32,0.0,2,1,0,0,1
678,38,0.0,2,0,0,0,0
693,45,116546.59,2,0,1,0,1
551,49,150777.72,2,1,0,1,1
545,30,0.0,2,0,0,0,1
663,40,156218.19,1,1,0,0,1
793,56,119496.25,2,0,0,0,1
714,45,106431.97,2,1,1,0,0
659,49,0.0,1,0,0,0,0
572,48,152827.99,1,0,1,0,0
599,28,126833.79,2,0,0,1,0
598,34,0.0,2,0,0,0,0
682,61,73688.2,1,1,0,0,1
768,40,0.0,2,1,0,0,0
784,23,0.0,1,1,0,1,1
641,42,125437.14,2,0,0,0,0
508,49,93817.41,2,1,0,0,1
642,36,0.0,2,1,0,1,0
691,31,40915.55,1,0,0,0,0
641,36,66392.64,1,0,0,0,0
535,38,85982.07,1,0,0,0,1
704,36,127397.34,1,0,0,1,1
573,31,134644.19,1,1,1,0,1
539,39,139153.68,2,0,0,0,1
736,30,0.0,2,0,0,0,0
670,35,103465.02,2,1,0,0,0
595,20,95830.43,1,0,0,0,1
733,31,102289.85,1,1,0,1,0
722,29,107233.85,2,0,1,0,1
735,43,123180.01,2,1,1,0,1
749,42,129776.72,2,1,0,0,1
714,31,152926.6,1,1,0,1,0
799,70,70416.75,1,1,0,0,1
809,24,0.0,2,0,0,0,0
709,23,0.0,2,0,0,1,1
640,40,110340.68,1,1,0,0,1
533,51,127545.56,2,0,1,0,1
718,38,0.0,2,0,0,0,1
795,36,151844.64,1,1,0,0,0
657,75,126273.95,1,1,0,1,1
563,34,0.0,2,0,0,0,0
743,45,157332.26,1,0,0,1,1
623,40,0.0,1,1,0,1,0
651,35,74623.5,3,0,0,0,1
580,37,0.0,2,1,0,0,1
764,24,0.0,2,0,0,0,0
725,44,0.0,1,1,0,0,1
748,27,90971.85,1,1,1,0,0
410,35,117183.74,1,1,0,0,0
757,38,0.0,1,0,0,0,1
670,25,0.0,2,1,0,1,1
621,41,104631.67,1,1,0,1,1
743,32,140348.56,2,1,1,0,0
679,58,109327.65,1,1,0,1,1
719,35,100829.94,1,1,0,1,1
683,35,61172.04,1,0,0,1,1
586,34,74309.81,1,0,1,0,1
762,29,115545.33,2,0,0,1,1
740,56,99097.33,1,1,0,1,0
794,37,0.0,2,0,0,1,0
590,31,112211.61,1,0,0,0,1
711,35,133607.75,1,1,1,0,0
745,46,122220.19,1,1,0,0,1
479,24,107637.97,2,1,1,0,1
691,40,0.0,2,1,0,1,1
733,64,0.0,2,1,0,0,1
795,32,117265.21,1,1,0,0,1
720,21,123200.78,1,1,0,1,1
705,30,0.0,1,1,0,0,1
660,35,0.0,2,0,0,0,1
792,29,107601.79,1,0,1,0,0
559,40,144470.77,1,1,0,1,0
804,50,0.0,1,1,0,0,0
487,33,145729.71,1,0,0,1,1
601,43,0.0,1,0,0,0,0
524,25,131402.21,1,0,1,0,0
445,48,168286.58,1,0,1,0,0
771,41,0.0,2,1,0,1,0
722,49,168197.66,1,0,0,0,0
573,40,147754.68,1,1,0,0,1
612,33,0.0,1,0,0,0,0
559,34,137390.11,2,0,0,0,1
476,37,0.0,1,1,0,0,1
667,33,124573.33,2,0,1,0,1
656,38,0.0,1,1,0,0,1
500,34,0.0,1,1,0,0,0
584,32,0.0,2,0,0,1,1
551,38,0.0,2,1,0,0,0
578,36,157267.95,2,0,0,1,1
626,36,181671.16,2,1,1,0,1
581,39,121523.51,1,0,1,0,1
597,22,101528.61,1,0,1,0,0
822,37,105563.0,1,0,0,0,1
613,38,126265.88,2,0,1,0,1
619,35,90413.12,1,1,0,0,0
678,48,101099.9,2,1,1,0,1
623,40,118788.57,1,0,0,0,1
814,48,0.0,2,1,0,0,0
724,31,0.0,1,0,0,0,1
850,44,89118.26,1,0,0,1,1
597,33,0.0,2,0,0,0,1
741,43,0.0,2,1,0,1,1
630,36,126598.99,2,1,0,0,0
655,44,146498.76,1,0,1,0,0
682,40,0.0,2,1,0,0,1
683,33,0.0,2,1,0,0,0
625,22,0.0,2,0,0,0,1
495,47,137682.68,1,0,0,0,1
503,37,0.0,2,0,0,1,1
749,37,185063.7,2,1,0,0,1
651,45,165901.59,2,0,0,0,1
540,39,82531.11,1,0,1,0,1
738,40,115409.18,2,0,1,0,0
627,35,0.0,1,0,0,1,0
490,29,0.0,2,0,0,0,1
570,57,86568.75,1,1,1,0,0
690,29,0.0,2,0,0,0,1
550,42,128707.31,1,0,1,0,0
794,46,134593.79,1,1,0,1,0
768,36,141334.95,1,1,0,0,0
609,34,140694.78,2,0,0,1,1
627,28,71097.23,1,1,1,0,1
561,43,0.0,4,0,0,0,1
593,31,0.0,2,1,0,0,1
557,32,123502.53,1,1,0,0,0
750,38,97257.41,2,1,0,1,0
666,59,152614.51,2,1,1,0,0
536,22,89492.62,1,0,0,0,0
716,23,94464.81,2,1,0,0,0
520,42,0.0,2,1,0,1,0
404,54,125456.07,1,0,1,0,0
638,43,145860.98,1,1,0,0,0
584,48,213146.2,1,0,0,1,0
629,31,0.0,1,1,0,0,0
633,58,98308.51,1,1,0,1,1
805,31,0.0,2,0,0,0,0
521,77,0.0,2,1,0,0,0
828,30,73070.18,2,0,0,0,1
782,23,98052.66,1,1,0,1,1
789,40,0.0,2,0,0,1,0
626,48,0.0,2,1,0,1,0
679,28,0.0,2,1,0,1,0
509,35,0.0,2,1,0,0,1
579,36,129829.59,1,1,0,0,1
775,25,60205.2,2,0,1,0,1
431,63,160982.89,1,1,0,0,1
682,40,0.0,1,1,0,0,1
807,28,165969.26,3,0,0,1,0
766,28,62717.84,2,1,1,0,0
572,36,68348.18,2,1,0,0,0
624,45,151855.33,1,0,1,0,0
514,46,106511.85,1,0,0,0,0
448,36,83947.12,2,0,0,0,0
728,43,0.0,2,0,0,0,1
656,18,151762.74,1,1,0,0,1
561,29,120268.13,1,1,0,0,1
654,29,96974.97,1,1,0,0,0
693,30,127992.25,1,1,0,0,0
566,32,147511.26,1,1,0,1,1
833,32,0.0,1,1,0,1,1
575,22,105229.34,1,1,0,1,0
653,31,143321.97,1,0,1,0,1
477,22,82559.42,2,0,0,0,1
749,46,78136.36,2,1,1,0,1
526,33,114634.63,2,0,0,1,0
731,37,128932.4,1,1,0,1,0
638,34,0.0,2,0,0,1,0
716,34,0.0,1,1,0,1,1
621,30,101014.08,2,1,1,0,0
591,33,113743.37,1,0,0,0,0
642,26,144238.7,1,1,0,1,1
540,39,0.0,2,0,0,1,1
568,36,153610.61,1,1,0,1,0
738,44,0.0,2,0,0,1,1
711,36,137688.71,1,1,0,0,1
707,58,102346.86,1,1,0,0,0
439,28,110976.23,2,0,0,0,1
414,60,0.0,2,1,0,1,1
640,33,154575.76,1,0,0,0,1
632,38,86569.76,2,0,1,0,0
428,31,0.0,2,0,0,0,0
658,25,0.0,2,1,0,0,1
535,45,0.0,2,1,0,0,0
512,31,0.0,2,0,0,1,1
735,39,60374.98,1,0,0,1,1
635,40,123497.58,1,0,0,0,0
745,36,67226.37,1,0,0,0,1
529,72,94216.05,1,1,1,0,1
465,24,117154.9,1,1,1,0,1
608,42,163548.07,1,0,0,0,1
709,34,111669.68,1,0,0,0,0
579,64,145215.43,1,1,1,0,0
768,47,104552.61,1,0,1,0,0
610,27,0.0,2,0,0,0,0
614,39,0.0,2,1,0,1,0
658,29,0.0,2,1,0,0,0
599,41,91328.71,1,0,0,0,0
585,33,0.0,2,0,0,1,0
665,37,111911.63,1,1,1,0,0
590,54,0.0,2,1,0,0,0
579,28,150329.15,1,0,1,0,1
567,44,0.0,2,0,0,1,1
500,44,160838.13,2,0,1,0,1
681,38,181804.34,2,1,1,0,1
546,58,106458.31,4,0,1,0,0
754,39,170184.99,2,0,0,1,1
698,40,150777.1,1,0,1,0,0
572,47,99353.42,1,0,1,0,1
734,22,130056.23,1,0,0,0,1
673,41,98612.1,1,0,1,0,0
554,42,0.0,2,1,0,1,1
679,33,0.0,2,1,0,0,0
655,78,0.0,2,1,0,1,0
556,39,89588.35,1,1,0,0,0
696,19,110928.51,1,1,0,0,1
640,26,90402.77,1,1,1,0,1
490,37,116465.53,1,1,0,0,0
687,38,69434.4,2,1,0,1,1
771,18,0.0,2,0,0,1,1
665,34,67816.72,1,1,0,0,0
513,30,0.0,2,0,0,0,1
760,34,121303.77,2,1,1,0,1
581,30,0.0,2,0,0,0,1
684,41,119782.72,2,0,0,1,1
557,40,0.0,2,1,0,1,0
611,41,114206.84,1,0,1,0,0
654,36,112262.84,1,0,0,0,1
628,50,0.0,1,0,0,1,1
519,47,157296.02,2,0,0,1,0
586,46,0.0,3,1,0,0,0
622,41,0.0,2,1,0,1,0
548,37,0.0,2,0,0,0,0
742,55,155196.17,1,1,1,0,1
752,53,114233.18,1,1,0,0,0
653,43,0.0,2,1,0,0,0
449,33,0.0,2,0,0,1,0
850,42,119839.69,1,1,1,0,1
559,36,104356.94,2,1,1,0,0
540,22,0.0,3,1,0,0,1
499,53,75225.53,2,0,0,1,0
616,36,132311.71,1,0,0,1,0
709,44,128601.98,1,0,0,0,1
501,57,0.0,2,1,0,0,1
587,40,0.0,4,1,0,0,1
636,44,0.0,2,0,0,0,1
667,42,64404.26,2,0,1,0,0
757,28,120911.75,2,1,0,0,1
537,30,103138.17,1,1,0,1,1
595,39,120962.13,1,0,0,0,0
593,46,98752.51,1,0,0,0,0
571,23,151097.28,1,1,0,0,0
850,43,0.0,2,0,0,0,0
580,39,128362.59,1,0,0,0,0
545,26,0.0,2,1,0,0,0
844,56,99529.7,1,1,0,1,1
778,34,139064.06,2,0,0,0,1
558,36,126606.63,2,1,1,0,0
583,39,102945.01,1,0,1,0,1
